Date (yyyy),expc-bot (mol m-2 s-1),intpp (mol m-2 s-1),intppdiat (mol m-2 s-1),phyc-vint (mol m-2),phydiat-vint (mol m-2),tos (degC),tob (degC),zmeso-vint (mol m-2),zmicro-vint (mol m-2),zooc-vint (mol m-2)
1601,7.761345227907322e-08,2.3545935414526952e-07,1.0307846523668946e-07,0.11443899509572676,0.05775633931141958,10.236277475510539,7.158751403267484,0.03669619055317367,0.039078022269082156,0.07577421286201706
1602,7.713946257232019e-08,2.2391171054857327e-07,1.0341799921549483e-07,0.1222508201580388,0.06665515099678762,9.432433083808519,6.468712346170956,0.03870930439998233,0.03801631316971071,0.0767256175337053
1603,8.20219380025742e-08,2.411600532320695e-07,1.1213211523156986e-07,0.12317820765739,0.06654610082575248,10.221770729526174,6.790075124590935,0.0390859702668963,0.03840812501970697,0.0774940952731291
1604,7.29051821375227e-08,2.2355765763347442e-07,9.704443006593399e-08,0.1143467602450346,0.05850010062475879,9.915640468155662,7.259194546718111,0.03616593779954982,0.03838343881468615,0.0745493766892797
1605,6.674609035956057e-08,1.9804186751133493e-07,9.149060412293999e-08,0.11780910838811616,0.06338627660664546,9.542752260993739,6.384454688794826,0.03596731367285822,0.03456169279935389,0.07052900648920447
1606,7.781317393100072e-08,2.30105074384029e-07,1.070183118444922e-07,0.12025168520776007,0.06438647675913473,9.620720516560704,6.87185098313747,0.03772508880394101,0.03792812262667765,0.07565321142294314
1607,8.00228931790085e-08,2.370292688497431e-07,1.1000177494710936e-07,0.12097428551344815,0.06542875826593002,9.760810875520813,7.18063653338038,0.0387640233537226,0.03823046227180135,0.07699448565540638
1608,7.197359130674466e-08,2.159996354040938e-07,1.0318440552887319e-07,0.12362596637659379,0.06896204598688087,10.057373940307594,6.3817671657409605,0.03650427377404954,0.03531563660252689,0.07181991035328394
1609,7.497691351059491e-08,2.2438874682502707e-07,1.0199794120043618e-07,0.117213515185768,0.06211159044160627,9.214176078181717,6.6592272770939935,0.037208911649733625,0.03848672276512898,0.07569563435123296
1610,7.213343483193819e-08,2.149842407401636e-07,9.50827948713608e-08,0.11369602510634857,0.058363410488679913,9.32994287113089,6.795026624301414,0.0362313276113059,0.0373898296889299,0.07362115715074911
1611,7.681939199296825e-08,2.3036261210270968e-07,1.0522718608269377e-07,0.11734134468308867,0.06183778756884734,10.200624994460043,7.466900278579982,0.036528479091040046,0.0366991268516963,0.07322760597864385
1612,7.295434176132744e-08,2.1369336692496774e-07,9.998121142816819e-08,0.11974200083865495,0.06448398850975129,9.865168874581604,6.594553438808201,0.036802197616919476,0.0363105034783814,0.07311270118600033
1613,6.97204972095964e-08,2.1411694636258969e-07,9.206449446943232e-08,0.1110661923210169,0.05515445040856767,9.840294667379627,7.216572421585149,0.03426127029977329,0.03775314018347271,0.07201441007409493
1614,7.149313715837556e-08,2.1732446123096293e-07,9.97017311376158e-08,0.1167900767976215,0.06209309990379002,9.547425086623017,6.977237381110306,0.0363718464496583,0.03662416405337917,0.07299601072377013
1615,7.547327612887941e-08,2.2252224381497497e-07,1.0457354522113012e-07,0.12353860815569122,0.06760237265721265,9.968686852790698,6.602472717184629,0.037955558657403715,0.03675392719336907,0.07470948580487988
1616,6.814614035228108e-08,2.0797313120005074e-07,9.311309998070065e-08,0.11306437172415475,0.058252250462149074,9.694166366286774,6.8504541373466905,0.035349774882219305,0.03684185143160051,0.07219162624145171
1617,6.834180064351701e-08,2.0979983697500475e-07,9.335617044421375e-08,0.11285576470097276,0.058137158391779374,10.279822791284818,7.4661967488440615,0.035119861334153894,0.03594291729146811,0.07106277875539206
1618,7.29659646600567e-08,2.1849083802998435e-07,9.769347323307178e-08,0.11576234230244586,0.05990059589531388,8.776625837993103,6.8382016989071355,0.03703102032108208,0.03911472241817826,0.07614574293863736
1619,7.158106603443499e-08,2.1125256637831136e-07,9.905885713229229e-08,0.1194386200800841,0.06501772839655097,9.238288266679524,6.495482364227761,0.037145628490638294,0.03675160578523635,0.07389723432231841
1620,7.571308353685251e-08,2.2739968603911845e-07,9.735434903057537e-08,0.11250759699375525,0.056605192303758094,9.453470031716856,6.83923995829155,0.036254700894181334,0.03846702313887632,0.07472172403379802
1621,7.5270752610076e-08,2.260788544666349e-07,9.703088838902202e-08,0.11325123551571809,0.05672882216118972,9.12319167973069,6.663486416410515,0.03691883032184576,0.039064501376625455,0.07598333157721916
1622,7.211970520534575e-08,2.1708398754481516e-07,9.45373950947827e-08,0.11315835563461224,0.05806808751795167,9.836781383363666,6.798384395530458,0.03672862708315212,0.03772701782641699,0.07445564486329412
1623,7.980495152815055e-08,2.3420507493395364e-07,1.0436082502427195e-07,0.11532001676339619,0.05883583188963074,9.435344794748977,7.185751689290065,0.03764326294680446,0.03893769536426637,0.07658095816705456
1624,7.681659219015125e-08,2.2482220842982026e-07,1.0521325870535774e-07,0.11954233691622229,0.06462225768514421,9.881591971671185,6.93321674599467,0.03754273138005205,0.03634239219402393,0.07388512354224834
1625,8.113727201560885e-08,2.430193299706385e-07,1.0978949122462079e-07,0.11760778837240111,0.06155496316234538,9.638100526343175,7.125022523987997,0.038108452642998274,0.04002532338265787,0.07813377600213635
1626,7.55483478250094e-08,2.2370866632168224e-07,1.0401673121779832e-07,0.11866052566629513,0.0638407387919754,10.31751872400051,6.815350598282515,0.03683780607970868,0.03598472654730546,0.07282253261337458
1627,7.521206216751334e-08,2.2722935088316565e-07,1.001909569667093e-07,0.1119860608547456,0.05687987296436913,9.894926764424442,7.160922937767491,0.035312626067595755,0.03855540819117376,0.07386803420868358
1628,8.224688979191098e-08,2.42998401881419e-07,1.1549781956275584e-07,0.12011352205225882,0.06480498049533116,10.225012831346325,7.459800454365474,0.03762596785805308,0.037464292863662256,0.07509026099391454
1629,7.991510920367743e-08,2.2948364307677143e-07,1.091800805816135e-07,0.12180736630982764,0.06714472799398966,9.379402785392475,6.5281404153492275,0.038754766293371594,0.03706951126013087,0.075824277419191
1630,7.506345946512808e-08,2.1841278296128108e-07,1.0389782987303817e-07,0.12306753306014719,0.06805381541365936,9.126880969006761,5.963088712992082,0.03792558692508161,0.03745356515743642,0.07537915204039637
1631,7.159452538907467e-08,2.1762531143875275e-07,9.911533880456144e-08,0.11563120359276058,0.06015290394052226,10.66395257867291,7.090154136276449,0.034799730717969095,0.03638282140938608,0.07118255207137301
1632,7.131119663080114e-08,2.1605440515226455e-07,1.0036761716049328e-07,0.11900932463619494,0.06373764374866271,9.982500411882803,6.88667368057639,0.03523141397661145,0.035773934132558166,0.07100534819114536
1633,7.452089730574139e-08,2.2011376998381094e-07,9.875483415054415e-08,0.1189811464803459,0.061981711431075955,8.789468045537635,5.870471014237996,0.037229372167667196,0.03937304949426041,0.07660242159539665
1634,7.488699025299022e-08,2.252315328949294e-07,1.0495633785005618e-07,0.11990972473279461,0.06378945121634894,10.420169208097526,7.174731627809616,0.03582036842820045,0.036051471793243375,0.07187184020896424
1635,7.442492751595489e-08,2.2343014219291802e-07,1.0195609324408151e-07,0.11763732719879966,0.06295196920025696,9.622670600987654,7.343312012131292,0.0372224461035884,0.037402172100033985,0.07462461819759557
1636,7.353198657401448e-08,2.189284211956208e-07,9.957020477388167e-08,0.11868525919721316,0.06332029326367732,9.89265009542367,6.899220530630145,0.03723903103237616,0.03694070882241233,0.07417974002856663
1637,7.456000792514633e-08,2.2918000031421848e-07,1.0207693191296247e-07,0.11723012289920688,0.06178438724575367,10.323341812353423,7.582492186174025,0.036922460997588384,0.037561929905304034,0.07448439110395645
1638,7.278898167802579e-08,2.202252970418571e-07,9.862731144729641e-08,0.11657497025477158,0.06069636471437167,9.849798930897142,7.140296051994231,0.03641594061690105,0.037080334853502796,0.07349627559010946
1639,7.259649571976425e-08,2.1985671993686812e-07,9.363197264766417e-08,0.11101501062229341,0.05522260292259062,9.692810879155692,7.206601506848454,0.03550271768249424,0.038724676574845705,0.07422739427966706
1640,7.216031481046624e-08,2.2285075819140254e-07,9.735709824163673e-08,0.11359302044891546,0.05798252551570481,10.252402400023506,7.401692950978984,0.0362831757619486,0.037535696152639485,0.07381887174703787
1641,6.940374685637314e-08,2.1045338900782015e-07,9.659199021328693e-08,0.1162324263284407,0.061446859718996626,10.372346114307312,7.048723506153216,0.03512836938873141,0.03508155984071922,0.07020992909817667
1642,7.6744124707026e-08,2.283515286557524e-07,1.0434505663258152e-07,0.11942239970881104,0.06433665807285328,9.602569540760433,6.6772046788416235,0.03788154980727564,0.038514923134805285,0.07639647301769482
1643,7.2371044970113e-08,2.20761889326099e-07,9.671248270554918e-08,0.11388690588842972,0.05837670682932514,10.090245378562994,6.927914511208495,0.03626448873499222,0.0379197861112031,0.07418427482941864
1644,7.48143379318041e-08,2.31655956728124e-07,9.910905978638611e-08,0.11042871002079609,0.054307700274875054,10.017141220461852,7.406507601959816,0.03589416670625343,0.039454784607869546,0.07534895139189421
1645,7.707151207250474e-08,2.3009898781440622e-07,1.0246030372383144e-07,0.11549923022001336,0.06009959783961182,9.597361630706432,6.864035666528494,0.03723730565252165,0.03781878623803377,0.07505609201006963
1646,7.32918502453483e-08,2.216717820079409e-07,9.553862983708764e-08,0.11080058503356205,0.05510894052495616,9.553971601511329,7.018307669293189,0.036290632971308745,0.038524144038319184,0.07481477711991152
1647,8.139773743610059e-08,2.346689501172808e-07,1.0754315730905347e-07,0.1206081083443387,0.06416288962193854,9.057899804102487,6.525618319481826,0.039197841930996895,0.03954398226006103,0.0787418241711259
