Sprat Sandeel N.pout Herring Dab Whiting Sole Gurnard Plaice Haddock Cod Saithe
1950 8.14504927442206 8.14504927442206 8.14504927442206 8.14504927442206 8.14504927442206 8.14504927442206 8.14504927442206 8.14504927442206 8.14504927442206 8.14504927442206 8.14504927442206 8.14504927442206
1951 9.05305089206068 9.05305089206068 9.05305089206068 9.05305089206068 9.05305089206068 9.05305089206068 9.05305089206068 9.05305089206068 9.05305089206068 9.05305089206068 9.05305089206068 9.05305089206068
1952 8.57084770547923 8.57084770547923 8.57084770547923 8.57084770547923 8.57084770547923 8.57084770547923 8.57084770547923 8.57084770547923 8.57084770547923 8.57084770547923 8.57084770547923 8.57084770547923
1953 8.37640288982727 8.37640288982727 8.37640288982727 8.37640288982727 8.37640288982727 8.37640288982727 8.37640288982727 8.37640288982727 8.37640288982727 8.37640288982727 8.37640288982727 8.37640288982727
1954 9.13294230602271 9.13294230602271 9.13294230602271 9.13294230602271 9.13294230602271 9.13294230602271 9.13294230602271 9.13294230602271 9.13294230602271 9.13294230602271 9.13294230602271 9.13294230602271
1955 8.45513597608601 8.45513597608601 8.45513597608601 8.45513597608601 8.45513597608601 8.45513597608601 8.45513597608601 8.45513597608601 8.45513597608601 8.45513597608601 8.45513597608601 8.45513597608601
1956 8.67058077645112 8.67058077645112 8.67058077645112 8.67058077645112 8.67058077645112 8.67058077645112 8.67058077645112 8.67058077645112 8.67058077645112 8.67058077645112 8.67058077645112 8.67058077645112
1957 8.23861560381778 8.23861560381778 8.23861560381778 8.23861560381778 8.23861560381778 8.23861560381778 8.23861560381778 8.23861560381778 8.23861560381778 8.23861560381778 8.23861560381778 8.23861560381778
1958 8.77784415711973 8.77784415711973 8.77784415711973 8.77784415711973 8.77784415711973 8.77784415711973 8.77784415711973 8.77784415711973 8.77784415711973 8.77784415711973 8.77784415711973 8.77784415711973
1959 9.5150470086982 9.5150470086982 9.5150470086982 9.5150470086982 9.5150470086982 9.5150470086982 9.5150470086982 9.5150470086982 9.5150470086982 9.5150470086982 9.5150470086982 9.5150470086982
1960 9.10126156227643 9.10126156227643 9.10126156227643 9.10126156227643 9.10126156227643 9.10126156227643 9.10126156227643 9.10126156227643 9.10126156227643 9.10126156227643 9.10126156227643 9.10126156227643
1961 9.01795491387239 9.01795491387239 9.01795491387239 9.01795491387239 9.01795491387239 9.01795491387239 9.01795491387239 9.01795491387239 9.01795491387239 9.01795491387239 9.01795491387239 9.01795491387239
1962 8.54203635691772 8.54203635691772 8.54203635691772 8.54203635691772 8.54203635691772 8.54203635691772 8.54203635691772 8.54203635691772 8.54203635691772 8.54203635691772 8.54203635691772 8.54203635691772
1963 9.30121121918988 9.30121121918988 9.30121121918988 9.30121121918988 9.30121121918988 9.30121121918988 9.30121121918988 9.30121121918988 9.30121121918988 9.30121121918988 9.30121121918988 9.30121121918988
1964 8.60975424996344 8.60975424996344 8.60975424996344 8.60975424996344 8.60975424996344 8.60975424996344 8.60975424996344 8.60975424996344 8.60975424996344 8.60975424996344 8.60975424996344 8.60975424996344
1965 8.23309784499156 8.23309784499156 8.23309784499156 8.23309784499156 8.23309784499156 8.23309784499156 8.23309784499156 8.23309784499156 8.23309784499156 8.23309784499156 8.23309784499156 8.23309784499156
1966 8.63858491312381 8.63858491312381 8.63858491312381 8.63858491312381 8.63858491312381 8.63858491312381 8.63858491312381 8.63858491312381 8.63858491312381 8.63858491312381 8.63858491312381 8.63858491312381
1967 9.23988407078365 9.23988407078365 9.23988407078365 9.23988407078365 9.23988407078365 9.23988407078365 9.23988407078365 9.23988407078365 9.23988407078365 9.23988407078365 9.23988407078365 9.23988407078365
1968 9.68898232248816 9.68898232248816 9.68898232248816 9.68898232248816 9.68898232248816 9.68898232248816 9.68898232248816 9.68898232248816 9.68898232248816 9.68898232248816 9.68898232248816 9.68898232248816
1969 9.0507712037091 9.0507712037091 9.0507712037091 9.0507712037091 9.0507712037091 9.0507712037091 9.0507712037091 9.0507712037091 9.0507712037091 9.0507712037091 9.0507712037091 9.0507712037091
1970 8.12914239802597 8.12914239802597 8.12914239802597 8.12914239802597 8.12914239802597 8.12914239802597 8.12914239802597 8.12914239802597 8.12914239802597 8.12914239802597 8.12914239802597 8.12914239802597
1971 8.03702639010621 8.03702639010621 8.03702639010621 8.03702639010621 8.03702639010621 8.03702639010621 8.03702639010621 8.03702639010621 8.03702639010621 8.03702639010621 8.03702639010621 8.03702639010621
1972 9.01336576508914 9.01336576508914 9.01336576508914 9.01336576508914 9.01336576508914 9.01336576508914 9.01336576508914 9.01336576508914 9.01336576508914 9.01336576508914 9.01336576508914 9.01336576508914
1973 8.39784204285987 8.39784204285987 8.39784204285987 8.39784204285987 8.39784204285987 8.39784204285987 8.39784204285987 8.39784204285987 8.39784204285987 8.39784204285987 8.39784204285987 8.39784204285987
1974 8.97004684907347 8.97004684907347 8.97004684907347 8.97004684907347 8.97004684907347 8.97004684907347 8.97004684907347 8.97004684907347 8.97004684907347 8.97004684907347 8.97004684907347 8.97004684907347
1975 8.74675873342083 8.74675873342083 8.74675873342083 8.74675873342083 8.74675873342083 8.74675873342083 8.74675873342083 8.74675873342083 8.74675873342083 8.74675873342083 8.74675873342083 8.74675873342083
1976 8.47580960515358 8.47580960515358 8.47580960515358 8.47580960515358 8.47580960515358 8.47580960515358 8.47580960515358 8.47580960515358 8.47580960515358 8.47580960515358 8.47580960515358 8.47580960515358
