Date (yyyy.mm),expc-bot (mol m-2 s-1),intpp (mol m-2 s-1),intppdiat (mol m-2 s-1),phyc-vint (mol m-2),phydiat-vint (mol m-2),tos (degC),tob (degC),zmeso-vint (mol m-2),zmicro-vint (mol m-2),zooc-vint (mol m-2)
2041.08,1.1594627046525916e-07,6.159874062006573e-07,8.772023034143793e-08,0.14792837029091246,0.029816412407236915,16.646485956823707,10.248494043170798,0.18326134917537687,0.07004185228697384,0.2533032021136278
2041.09,8.02844226755997e-08,4.3518394917467205e-07,6.74848501788714e-08,0.11945175546479558,0.02583182401337129,14.528240681274523,10.905170499524832,0.14689760386167236,0.05805659022476737,0.20495419432509396
2041.10,4.8510691994751325e-08,2.1689911429035896e-07,3.428160360991175e-08,0.08865451010071546,0.01957399431446159,11.991532431831557,10.611798124951765,0.12319685100890441,0.0414943582659271,0.16469120914757565
2041.11,2.0466379928574554e-08,7.254785562154538e-08,8.222800347676538e-09,0.056523819872352055,0.01084531235508687,9.90137448875534,9.683038633967596,0.08577150922891029,0.028921874816617,0.11469338356678499
2041.12,1.0311006939264273e-08,3.2338514811734265e-08,2.789729065666778e-09,0.0342313831022986,0.005387385687844805,8.173233887980977,8.384077388042856,0.057703303928855074,0.019521061230967685,0.07722436519720695
2042.01,8.516547596367742e-09,5.319259726968101e-08,4.40174184371736e-09,0.039122165707990805,0.004927204480628144,7.2540519851277265,7.4616669712114305,0.04087142125623257,0.0163816713641345,0.05725309258478458
2042.02,2.4782021887732182e-08,1.6805001197011762e-07,2.2516485544703248e-08,0.09438766118566724,0.01564689557617853,6.125523347259872,6.568081907249161,0.0395357494622309,0.0326689191276225,0.07220466873523478
2042.03,6.878320799126471e-08,3.4850063846452824e-07,7.706126134436495e-08,0.16452193410594637,0.042188399077470205,5.692327110346855,5.982232565296864,0.06372042527071684,0.062459045363498646,0.12617947033410218
2042.04,1.1551437559635287e-07,5.280253431056282e-07,1.201307678596435e-07,0.19809890754633255,0.06007586809557171,6.2784045324935684,6.111421996763015,0.12068633279008027,0.07932494303448899,0.2000112742389088
2042.05,1.585062817252908e-07,7.712832737586431e-07,1.3740961424368917e-07,0.2191083772119633,0.058802807594927085,8.194439676538867,6.729957255806993,0.1940466545829087,0.089045423538155,0.2830920769767654
2042.06,1.4399227696842122e-07,8.218561285798563e-07,1.2428686208573539e-07,0.19797352717034242,0.043264861091965465,11.181048794565177,7.728973949166011,0.21287974283448985,0.08728452244954613,0.30016426666000834
2042.07,1.237525805182192e-07,7.190426070937571e-07,9.47976346653145e-08,0.1700460504860427,0.0325828815847814,14.013934651959579,8.794789979594118,0.2013358763887938,0.07654678601931368,0.2778826618273594
2042.08,9.73096081915116e-08,5.45171424601789e-07,7.736500648667146e-08,0.138040514937006,0.02796732297725223,15.004876764010508,9.809795126482355,0.16907429050960496,0.06653497427986807,0.2356092657065006
2042.09,7.357337431322402e-08,3.9782430012423467e-07,5.453978674175292e-08,0.11268852480620313,0.022867797769057646,14.746467747628548,10.423190561447765,0.14376537977611661,0.05608523749663268,0.19985061605235
2042.10,4.857384689180338e-08,2.2919583540290736e-07,3.529840531730696e-08,0.08801597757762007,0.019885953674334295,12.429136102947833,10.318157016894688,0.11785716144456487,0.04538476174794827,0.16324192337413812
2042.11,1.7972946430568262e-08,5.80126125912685e-08,5.8482830816954225e-09,0.048676270173211994,0.009435399771087673,10.016929350170582,9.490844865386467,0.08342986633837292,0.02593889684618477,0.10936876304044742
2042.12,8.931772880931699e-09,2.8964600520749847e-08,1.836885941106344e-09,0.03427962018342382,0.004663581591622388,7.158933601263256,7.501260522733096,0.056852165268018263,0.01685513861160864,0.07370730396831357
2043.01,8.598694066139216e-09,4.6695503443778084e-08,3.818590628033506e-09,0.04171932057831236,0.005152272693777763,5.31545075312304,5.8794424982795634,0.042206803005002465,0.016917514367540545,0.059124317218097903
2043.02,1.4521696672751134e-08,1.1925949137732264e-07,1.2984603207312218e-08,0.07145364836680412,0.010054630212792315,4.905065171738308,5.370010949178065,0.03782688654467223,0.025734966372728988,0.06356185290605554
2043.03,7.828162717822602e-08,3.587917086568138e-07,7.236775912475333e-08,0.17431775570667635,0.040022339240956634,4.691676509283916,5.218400248153569,0.05688792246547258,0.06307902247969556,0.11996694440329277
2043.04,1.1655491164810915e-07,5.212784947360476e-07,1.2002557590346666e-07,0.2024745015698794,0.0606977617092323,5.731531328146352,5.53714496006921,0.11439308786951276,0.08831796255520168,0.20271105069382933
2043.05,1.9018905281665206e-07,8.238492594031216e-07,1.604299988455583e-07,0.23739519913167195,0.06640327727285587,8.069335013609779,6.325856275488143,0.18658493493267925,0.09850055663955791,0.2850854912803613
2043.06,1.6751158731802705e-07,8.99032455127426e-07,1.3554108928410077e-07,0.20873597861747425,0.04579969962222571,11.212306372236078,7.242492531640883,0.23608474796762033,0.08997948119707537,0.3260642291938596
2043.07,1.3138579251234262e-07,6.941479560111638e-07,9.673048787773122e-08,0.168839436869107,0.03347411828132989,14.639313537235456,8.358097093049533,0.2037199950464922,0.0791172818155214,0.282837278617487
2043.08,1.0029552486580981e-07,5.718367504191927e-07,8.188810315451115e-08,0.14203686595162482,0.028755621498610336,14.83559171146474,9.423468461132027,0.1705327281415197,0.06701578836985854,0.23754851782847966
2043.09,7.582180457098861e-08,3.919253824852049e-07,5.799829278355187e-08,0.11662470971580832,0.02474213550237004,13.927186751222377,10.205337754927495,0.14504683806075275,0.05756883060533196,0.20261566708898363
2043.10,4.9810233843430555e-08,2.3109693917999785e-07,3.961373931011432e-08,0.09605282531504505,0.022834627992279102,11.48212723945764,10.176709045657278,0.123683488292023,0.04609876792626311,0.16978225699645416
2043.11,2.1470920831276042e-08,6.789157791703655e-08,7.7320517933588e-09,0.05495762881015509,0.011054785174513799,9.671833435254483,9.250128414274748,0.08891528220668155,0.029508229548777,0.11842351180441579
2043.12,9.603495132207686e-09,3.0172510388728405e-08,2.0443396598935312e-09,0.03287050723209012,0.004751155257675359,7.897828466449583,7.922093625478515,0.05743265050215668,0.017574880109702172,0.07500753090764996
2044.01,9.047266863005057e-09,5.448559306947933e-08,4.848200430899708e-09,0.040062052556412445,0.005189984204016321,6.273898833493011,6.604881060862583,0.04166975943600315,0.01696386726279563,0.058633626542692135
2044.02,2.5596268521570367e-08,1.5813915917190854e-07,2.278767704031988e-08,0.09028442223294365,0.01594394725555587,5.388670451027888,5.947245967165529,0.03910496847921575,0.03174763482831783,0.07085260357373423
2044.03,6.06423448996928e-08,3.0578638007122836e-07,6.485380652806616e-08,0.14926985778313234,0.03715285665705977,4.950989819678525,5.355216982107184,0.06125792226233417,0.05479923323308813,0.11605715525310786
